ref_id_group_0,ref_id_group_1,ref_id_group_2,ref_id_group_3,ref_id_group_4,ref_id_group_5,ref_id_group_6,original_index_group_0,original_index_group_1,original_index_group_2,original_index_group_3,original_index_group_4,original_index_group_5,original_index_group_6,temperature_group_0,temperature_group_1,temperature_group_2,temperature_group_3,temperature_group_4,temperature_group_5,temperature_group_6,gamma_group_0,gamma_group_1,gamma_group_2,gamma_group_3,gamma_group_4,gamma_group_5,gamma_group_6,r2_group_0,r2_group_1,r2_group_2,r2_group_3,r2_group_4,r2_group_5,r2_group_6,inv_temperature_group_0,inv_temperature_group_1,inv_temperature_group_2,inv_temperature_group_3,inv_temperature_group_4,inv_temperature_group_5,inv_temperature_group_6,ln_gamma_group_0,ln_gamma_group_1,ln_gamma_group_2,ln_gamma_group_3,ln_gamma_group_4,ln_gamma_group_5,ln_gamma_group_6
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[39020, 39021, 39022, 39023, 39024]","[32745, 32746, 32747, 32748, 32749]","[3752, 3753, 3754, 3755, 3756, 3757, 3758]",,,,,"[303.5, 313.3, 323.3, 333.1, 343.1]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[1.13, 1.05, 0.97, 0.91, 0.85]","[0.917, 0.89, 0.84, 0.795, 0.755]","[1.1, 1.02, 0.948, 0.886, 0.835, 0.788, 0.748]",,,,,0.9996266914547568,0.9999886170024808,0.9997502039069236,,,,,"[0.0032948929159802307, 0.0031918289179699967, 0.0030931023816888337, 0.0030021014710297205, 0.002914602156805596]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[0.12221763272424911, 0.04879016416943204, -0.030459207484708574, -0.09431067947124129, -0.16251892949777494]","[-0.08664780672567216, -0.11653381625595151, -0.1743533871447778, -0.2294131643278051, -0.28103752973311236]","[0.09531017980432493, 0.01980262729617973, -0.053400776727115296, -0.1210383283770561, -0.18032355413128162, -0.2382571891242579, -0.2903523010076598]",,,,
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[38945, 38946, 38947, 38948, 38949]","[32610, 32611, 32612, 32613, 32614]","[3570, 3571, 3572, 3573, 3574, 3575, 3576]",,,,,"[302.8, 313.4, 323.1, 332.8, 343.4]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[58.9, 52.5, 46.7, 40.7, 34.9]","[64.2, 61.2, 55.8, 51.0, 47.0]","[83.2, 73.6, 67.4, 60.2, 54.8, 50.2, 46.0]",,,,,0.9896434265455308,0.9999562029730904,0.999278218480284,,,,,"[0.0033025099075297223, 0.003190810465858328, 0.003095017022593624, 0.003004807692307692, 0.0029120559114735006]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[4.075841090657541, 3.960813169597578, 3.8437441646748516, 3.7062280924485496, 3.5524868292083815]","[4.162003210695915, 4.11414718951828, 4.021773869387265, 3.9318256327243257, 3.8501476017100584]","[4.421247347827163, 4.298645025734831, 4.210645017918261, 4.097672352314776, 4.00369019395397, 3.9160150266976834, 3.828641396489095]",,,,
"[9, 9, 9, 9, 9, 9, 9]","[26, 26, 26, 26, 26, 26, 26]","[175, 175, 175]",,,,,"[3332, 3333, 3334, 3335, 3336, 3337, 3338]","[4396, 4397, 4398, 4399, 4400, 4401, 4402]","[50940, 50941, 50942]",,,,,"[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[313.19, 323.16, 333.22]",,,,,"[35.0, 31.0, 27.8, 25.1, 22.9, 20.9, 19.1]","[26.5, 24.9, 23.9, 23.2, 22.2, 21.2, 19.9]","[18.01, 17.46, 16.75]",,,,,0.9998671129792656,0.9856331055843996,0.9902931525453808,,,,,"[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]","[0.0031929499664740254, 0.0030944423814828564, 0.003001020346917952]",,,,,"[3.5553480614894135, 3.4339872044851463, 3.3250360206965914, 3.2228678461377385, 3.131136910560194, 3.039749158970765, 2.9496883350525844]","[3.2771447329921766, 3.214867803470662, 3.173878458937465, 3.1441522786722644, 3.100092288878234, 3.054001181677967, 2.990719731730447]","[2.8909271591878647, 2.859912550411456, 2.8183982582710754]",,,,
"[207, 207, 207]","[181, 181, 181, 181]","[69, 69, 69, 69, 69, 69]","[159, 159, 159, 159]",,,,"[51936, 51937, 51938]","[45952, 45953, 45954, 45955]","[15124, 15125, 15126, 15127, 15128, 15129]","[40816, 40817, 40818, 40819]",,,,"[313.1, 333.1, 353.1]","[313.89, 323.16, 333.57, 344.02]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0]","[313.0, 323.0, 333.0, 343.0]",,,,"[306.0, 234.0, 223.0]","[308.0, 280.0, 258.0, 233.0]","[491.0, 430.0, 389.0, 359.0, 320.0, 283.0]","[308.0, 280.0, 258.0, 233.0]",,,,0.8841771470765201,0.9974180579922376,0.994701948564079,0.9968318455856108,,,,"[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]","[0.0031858294306922807, 0.0030944423814828564, 0.002997871511227029, 0.0029068077437358294]","[0.003367003367003367, 0.003257328990228013, 0.0031645569620253164, 0.003076923076923077, 0.0029850746268656717, 0.0029069767441860465]","[0.003194888178913738, 0.0030959752321981426, 0.003003003003003003, 0.0029154518950437317]",,,,"[5.723585101952381, 5.455321115357702, 5.407171771460119]","[5.730099782973574, 5.634789603169249, 5.552959584921617, 5.4510384535657]","[6.19644412779452, 6.063785208687608, 5.963579343618446, 5.883322388488279, 5.768320995793772, 5.645446897643238]","[5.730099782973574, 5.634789603169249, 5.552959584921617, 5.4510384535657]",,,
"[207, 207, 207]","[181, 181, 181, 181]","[69, 69, 69, 69, 69, 69]","[159, 159, 159, 159]",,,,"[51939, 51940, 51941]","[45944, 45945, 45946, 45947]","[15130, 15131, 15132, 15133, 15134, 15135]","[40832, 40833, 40834, 40835]",,,,"[313.1, 333.1, 353.1]","[313.93, 323.12, 333.36, 343.91]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0]","[313.0, 323.0, 333.0, 343.0]",,,,"[130.2, 107.2, 99.8]","[129.3, 122.5, 113.3, 104.2]","[182.0, 170.0, 158.0, 142.0, 124.0, 119.0]","[129.3, 122.5, 113.3, 104.2]",,,,0.9497809133309904,0.9920110627546508,0.9785169648315174,0.9853527571996524,,,,"[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]","[0.003185423502054598, 0.003094825451844516, 0.002999760019198464, 0.0029077374894594514]","[0.003367003367003367, 0.003257328990228013, 0.0031645569620253164, 0.003076923076923077, 0.0029850746268656717, 0.0029069767441860465]","[0.003194888178913738, 0.0030959752321981426, 0.003003003003003003, 0.0029154518950437317]",,,,"[4.869071729774468, 4.674696248636701, 4.603168183317418]","[4.8621352857778115, 4.808111029984782, 4.730039168033961, 4.646312129319266]","[5.204006687076795, 5.135798437050262, 5.062595033026967, 4.955827057601261, 4.820281565605037, 4.77912349311153]","[4.8621352857778115, 4.808111029984782, 4.730039168033961, 4.646312129319266]",,,
"[3, 3, 3, 3, 3, 3]","[166, 166, 166, 166, 166, 166, 166, 166]","[195, 195, 195]",,,,,"[15106, 15107, 15108, 15109, 15110, 15111]","[42436, 42437, 42438, 42439, 42440, 42441, 42442, 42443]","[48393, 48394, 48395]",,,,,"[301.95, 312.45, 322.95, 333.45, 343.95, 354.35]","[303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[298.15, 313.15, 333.15]",,,,,"[8.83, 8.43, 8.08, 7.66, 7.37, 7.16]","[8.28, 8.08, 7.92, 7.77, 8.81, 8.47, 8.18, 7.9]","[8.36, 7.77, 7.18]",,,,,0.9970451239658517,0.6894574938473896,0.999165533463358,,,,,"[0.003311806590495115, 0.0032005120819331096, 0.003096454559529339, 0.00299895036737142, 0.002907399331298154, 0.002822068576266403]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]","[0.0033540164346805303, 0.003193357815743254, 0.0030016509079994]",,,,,"[2.178155014615869, 2.131796772013764, 2.089391872533004, 2.0360119837525, 1.9974177062012453, 1.9685099809725544]","[2.1138429683971682, 2.089391872533004, 2.0693912058263346, 2.050270164379556, 2.175887439948088, 2.136530508663963, 2.1016921506146558, 2.066862759472976]","[2.1234584270966104, 2.050270164379556, 1.9712993830601329]",,,,
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[39005, 39006, 39007, 39008, 39009]","[32625, 32626, 32627, 32628, 32629]","[3710, 3711, 3712, 3713, 3714, 3715, 3716]",,,,,"[303.6, 313.2, 323.1, 333.2, 343.3]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[3.0, 3.0, 3.05, 2.97, 2.92]","[2.62, 2.61, 2.61, 2.61, 2.61]","[2.6, 2.6, 2.61, 2.61, 2.61, 2.61, 2.61]",,,,,0.3814443676899137,0.4100418174891244,0.6618574458041387,,,,,"[0.0032938076416337285, 0.0031928480204342275, 0.003095017022593624, 0.003001200480192077, 0.0029129041654529565]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[1.0986122886681098, 1.0986122886681098, 1.1151415906193203, 1.0885619528146082, 1.0715836162801904]","[0.9631743177730056, 0.959350221334602, 0.959350221334602, 0.959350221334602, 0.959350221334602]","[0.9555114450274363, 0.9555114450274363, 0.959350221334602, 0.959350221334602, 0.959350221334602, 0.959350221334602, 0.959350221334602]",,,,
"[3, 3, 3, 3, 3]","[4, 4, 4, 4, 4, 4, 4, 4]","[166, 166, 166, 166]",,,,,"[34905, 34906, 34907, 34908, 34909]","[182, 183, 184, 185, 186, 187, 188, 189]","[42508, 42509, 42510, 42511]",,,,,"[312.45, 323.05, 333.45, 343.95, 354.45]","[293.15, 293.15, 313.15, 313.15, 333.15, 333.15, 353.15, 353.15]","[303.15, 313.15, 323.15, 333.15]",,,,,"[2.15, 1.86, 1.63, 1.43, 1.27]","[2.08, 2.09, 1.65, 1.68, 1.38, 1.38, 1.18, 1.19]","[1.9, 1.71, 1.57, 1.45]",,,,,0.99995292649412,0.9984736091216984,0.998458672890123,,,,,"[0.0032005120819331096, 0.003095496053242532, 0.00299895036737142, 0.002907399331298154, 0.002821272393849626]","[0.003411222923418046, 0.003411222923418046, 0.003193357815743254, 0.003193357815743254, 0.0030016509079994, 0.0030016509079994, 0.002831657935721365, 0.002831657935721365]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,"[0.7654678421395714, 0.62057648772511, 0.4885800148186709, 0.3576744442718159, 0.23901690047049992]","[0.7323678937132266, 0.7371640659767196, 0.5007752879124892, 0.5187937934151675, 0.3220834991691132, 0.3220834991691132, 0.16551443847757333, 0.17395330712343798]","[0.6418538861723947, 0.5364933705145685, 0.45107561936021673, 0.371563556432483]",,,,
"[207, 207, 207]","[181, 181, 181, 181]","[69, 69, 69, 69, 69, 69]","[159, 159, 159, 159]",,,,"[51945, 51946, 51947]","[45948, 45949, 45950, 45951]","[15118, 15119, 15120, 15121, 15122, 15123]","[40824, 40825, 40826, 40827]",,,,"[313.1, 333.1, 353.1]","[313.73, 323.15, 333.54, 343.9]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0]","[313.0, 323.0, 333.0, 343.0]",,,,"[181.8, 152.9, 130.6]","[195.8, 178.1, 162.9, 149.3]","[309.0, 275.0, 241.0, 229.0, 201.0, 201.0]","[196.0, 178.0, 163.0, 149.0]",,,,0.9999416151817,0.999643724856127,0.9703940336634874,0.999763348686685,,,,"[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]","[0.0031874541803461574, 0.0030945381401825778, 0.002998141152485459, 0.002907822041291073]","[0.003367003367003367, 0.003257328990228013, 0.0031645569620253164, 0.003076923076923077, 0.0029850746268656717, 0.0029069767441860465]","[0.003194888178913738, 0.0030959752321981426, 0.003003003003003003, 0.0029154518950437317]",,,,"[5.202907181743378, 5.029784112935016, 4.8721392168423305]","[5.27709373009641, 5.182345190295616, 5.093136515607999, 5.005957704545144]","[5.733341276897746, 5.616771097666572, 5.484796933490655, 5.43372200355424, 5.303304908059076, 5.303304908059076]","[5.278114659230517, 5.181783550292085, 5.093750200806762, 5.003946305945459]",,,
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[38940, 38941, 38942, 38943, 38944]","[32620, 32621, 32622, 32623, 32624]","[3577, 3578, 3579, 3580, 3581, 3582, 3583]",,,,,"[302.8, 313.4, 323.1, 332.8, 343.4]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[37.6, 32.2, 28.1, 23.8, 19.9]","[42.4, 40.7, 37.5, 34.8, 32.3]","[53.4, 47.9, 44.1, 39.9, 36.7, 34.3, 31.7]",,,,,0.9934447538124136,0.9999095152574828,0.9992237719363932,,,,,"[0.0033025099075297223, 0.003190810465858328, 0.003095017022593624, 0.003004807692307692, 0.0029120559114735006]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[3.6270040503958487, 3.4719664525503626, 3.3357695763397, 3.169685580677429, 2.990719731730447]","[3.7471483622379123, 3.7062280924485496, 3.624340932976365, 3.5496173867804286, 3.475067230228611]","[3.977810745966149, 3.8691155044168695, 3.7864597824528, 3.686376323895818, 3.6027767550605247, 3.535145354171894, 3.456316680883235]",,,,
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[38950, 38951, 38952, 38953, 38954]","[32600, 32601, 32602, 32603, 32604]","[3612, 3613, 3614, 3615, 3616, 3617, 3618]",,,,,"[302.8, 313.4, 323.1, 332.8, 343.4]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[13.8, 12.4, 11.2, 9.85, 8.64]","[13.8, 13.4, 12.5, 11.8, 11.1]","[16.7, 15.2, 14.3, 13.2, 12.3, 11.6, 10.9]",,,,,0.9910872504165392,0.9993825306524736,0.9988928176969308,,,,,"[0.0033025099075297223, 0.003190810465858328, 0.003095017022593624, 0.003004807692307692, 0.0029120559114735006]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[2.624668592163159, 2.517696472610991, 2.4159137783010487, 2.2874714551839976, 2.1564025828159643]","[2.624668592163159, 2.5952547069568657, 2.5257286443082556, 2.468099531471619, 2.4069451083182885]","[2.8154087194227095, 2.7212954278522306, 2.6602595372658615, 2.580216829592325, 2.509599262378372, 2.451005098112319, 2.388762789235098]",,,,
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[38955, 38956, 38957, 38958, 38959]","[32605, 32606, 32607, 32608, 32609]","[3619, 3620, 3621, 3622, 3623, 3624, 3625]",,,,,"[302.8, 313.4, 323.1, 332.8, 343.4]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[20.7, 18.9, 16.9, 15.2, 13.3]","[20.4, 19.7, 18.4, 17.2, 16.3]","[24.9, 22.7, 21.1, 19.4, 18.0, 16.9, 15.9]",,,,,0.989671188673345,0.9993868165753672,0.9994829622912332,,,,,"[0.0033025099075297223, 0.003190810465858328, 0.003095017022593624, 0.003004807692307692, 0.0029120559114735006]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[3.0301337002713233, 2.9391619220655967, 2.8273136219290276, 2.7212954278522306, 2.5877640352277083]","[3.0155349008501706, 2.9806186357439426, 2.91235066461494, 2.8449093838194073, 2.791165107812717]","[3.214867803470662, 3.122364924487357, 3.0492730404820207, 2.9652730660692823, 2.8903717578961645, 2.8273136219290276, 2.766319109226186]",,,,
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[38965, 38966, 38967, 38968, 38969]","[32615, 32616, 32617, 32618, 32619]","[3661, 3662, 3663, 3664, 3665, 3666, 3667]",,,,,"[303.5, 313.2, 323.3, 333.1, 343.1]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[30.1, 26.8, 24.0, 21.5, 19.0]","[28.8, 27.8, 26.1, 24.6, 23.3]","[35.0, 32.0, 29.9, 27.8, 25.9, 24.5, 23.1]",,,,,0.9976899675116118,0.9998257803940688,0.9993776811034166,,,,,"[0.0032948929159802307, 0.0031928480204342275, 0.0030931023816888337, 0.0030021014710297205, 0.002914602156805596]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[3.40452517175483, 3.288401887516811, 3.1780538303479458, 3.068052935133617, 2.9444389791664403]","[3.3603753871419, 3.3250360206965914, 3.261935314328648, 3.202746442938317, 3.1484533605716547]","[3.5553480614894135, 3.4657359027997265, 3.3978584803966405, 3.3250360206965914, 3.254242968705492, 3.1986731175506815, 3.139832617527748]",,,,
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[38995, 38996, 38997, 38998, 38999]","[32655, 32656, 32657, 32658, 32659]","[3696, 3697, 3698, 3699, 3700, 3701, 3702]",,,,,"[303.6, 313.3, 323.2, 333.3, 343.2]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[1.31, 1.31, 1.34, 1.31, 1.3]","[1.15, 1.15, 1.17, 1.18, 1.19]","[1.13, 1.15, 1.17, 1.18, 1.19, 1.2, 1.21]",,,,,0.0360322100046536,0.973241313463195,0.9817177029626568,,,,,"[0.0032938076416337285, 0.0031918289179699967, 0.003094059405940594, 0.003000300030003, 0.002913752913752914]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[0.2700271372130602, 0.2700271372130602, 0.29266961396282004, 0.2700271372130602, 0.26236426446749106]","[0.13976194237515863, 0.13976194237515863, 0.1570037488096647, 0.16551443847757333, 0.17395330712343798]","[0.12221763272424911, 0.13976194237515863, 0.1570037488096647, 0.16551443847757333, 0.17395330712343798, 0.1823215567939546, 0.1906203596086497]",,,,
"[145, 145, 145, 145, 145]","[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22, 22]",,,,,"[39000, 39001, 39002, 39003, 39004]","[32630, 32631, 32632, 32633, 32634]","[3703, 3704, 3705, 3706, 3707, 3708, 3709]",,,,,"[303.6, 313.2, 323.1, 333.2, 343.3]","[318.15, 323.15, 333.15, 343.15, 353.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,"[1.9, 1.92, 1.98, 1.94, 1.92]","[1.68, 1.69, 1.71, 1.72, 1.74]","[1.65, 1.67, 1.69, 1.71, 1.73, 1.75, 1.76]",,,,,0.113959118004864,0.9903367301262792,0.9974939463332988,,,,,"[0.0032938076416337285, 0.0031928480204342275, 0.003095017022593624, 0.003001200480192077, 0.0029129041654529565]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,"[0.6418538861723947, 0.6523251860396901, 0.6830968447064438, 0.6626879730752367, 0.6523251860396901]","[0.5187937934151675, 0.5247285289349821, 0.5364933705145685, 0.5423242908253617, 0.5538851132264376]","[0.5007752879124892, 0.5128236264286637, 0.5247285289349821, 0.5364933705145685, 0.5481214085096876, 0.5596157879354227, 0.5653138090500605]",,,,
"[207, 207, 207]","[178, 178, 178, 178]","[148, 148, 148, 148, 148]",,,,"[210, 210, 189, 189]","[51951, 51952, 51953]","[45520, 45521, 45522, 45523]","[39470, 39471, 39472, 39473, 39474]",,,,"[52522, 52523, 52174, 52175]","[313.1, 333.1, 353.1]","[303.35, 312.55, 322.55, 332.55]","[303.15, 313.15, 323.15, 333.15, 343.15]",,,,"[298.0, 323.0, 323.0, 343.0]","[3.28, 3.33, 3.4]","[4.37, 3.96, 3.97, 3.84]","[2.913, 2.935, 2.949, 2.99, 3.03]",,,,"[2.5, 2.4, 4.14, 4.13]",0.9843141330419304,0.7882160779351068,0.9483447591037568,,,,0.4446832185404187,"[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]","[0.0032965221691115872, 0.003199488081906895, 0.003100294527980158, 0.0030070666065253344]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]",,,,"[0.003355704697986577, 0.0030959752321981426, 0.0030959752321981426, 0.0029154518950437317]","[1.1878434223960523, 1.2029723039923526, 1.2237754316221157]","[1.4747630091074988, 1.3762440252663892, 1.3787660946990992, 1.3454723665996355]","[1.0691834779772975, 1.0767074532800598, 1.0814661298331392, 1.095273387402595, 1.1085626195212777]",,,,"[0.9162907318741551, 0.8754687373538999, 1.4206957878372228, 1.4182774069729414]"
